1,"AMAZONAS",1,0,0,0,-16.399,-71.5364
2,"ANCASH",1,0,0,0,-16.399,-71.5364
3,"APURIMAC",1,0,0,0,-16.399,-71.5364
4,"AREQUIPA",1,0,0,0,-16.399,-71.5364
5,"AYACUCHO",1,0,0,0,-16.399,-71.5364
6,"CAJAMARCA",1,0,0,0,-16.399,-71.5364
7,"CUSCO",1,0,0,0,-16.399,-71.5364
8,"HUANCAVELICA",1,0,0,0,-16.399,-71.5364
9,"HUANUCO",1,0,0,0,-16.399,-71.5364
10,"ICA",1,0,0,0,-16.399,-71.5364
11,"JUNIN",1,0,0,0,-16.399,-71.5364
12,"LA LIBERTAD",1,0,0,0,-16.399,-71.5364
13,"LAMBAYEQUE",1,0,0,0,-16.399,-71.5364
14,"LIMA",1,0,0,0,-16.399,-71.5364
15,"LORETO",1,0,0,0,-16.399,-71.5364
16,"MADRE DE DIOS",1,0,0,0,-16.399,-71.5364
17,"MOQUEGUA",1,0,0,0,-16.399,-71.5364
18,"PASCO",1,0,0,0,-16.399,-71.5364
19,"PIURA",1,0,0,0,-16.399,-71.5364
20,"PUNO",1,0,0,0,-16.399,-71.5364
21,"SAN MARTIN",1,0,0,0,-16.399,-71.5364
22,"TACNA",1,0,0,0,-16.399,-71.5364
23,"TUMBES",1,0,0,0,-16.399,-71.5364
24,"UCAYALI",1,0,0,0,-16.399,-71.5364
25,"PROV. CONST. DEL CALLAO",1,0,0,0,-16.399,-71.5364
26,BAGUA,0,1,0,1,-16.399,-71.5364
27,BONGARA,0,1,0,1,-16.399,-71.5364
28,CHACHAPOYAS,0,1,0,1,-16.399,-71.5364
29,CONDORCANQUI,0,1,0,1,-16.399,-71.5364
30,LUYA,0,1,0,1,-16.399,-71.5364
31,"RODRIGUEZ DE MENDOZA",0,1,0,1,-16.399,-71.5364
32,UTCUBAMBA,0,1,0,1,-16.399,-71.5364
33,AIJA,0,1,0,2,-16.399,-71.5364
34,"ANTONIO RAYMONDI",0,1,0,2,-16.399,-71.5364
35,ASUNCION,0,1,0,2,-16.399,-71.5364
36,BOLOGNESI,0,1,0,2,-16.399,-71.5364
37,CARHUAZ,0,1,0,2,-16.399,-71.5364
38,"CARLOS FERMIN FITZCARRALD",0,1,0,2,-16.399,-71.5364
39,CASMA,0,1,0,2,-16.399,-71.5364
40,CORONGO,0,1,0,2,-16.399,-71.5364
41,HUARAZ,0,1,0,2,-16.399,-71.5364
42,HUARI,0,1,0,2,-16.399,-71.5364
43,HUARMEY,0,1,0,2,-16.399,-71.5364
44,HUAYLAS,0,1,0,2,-16.399,-71.5364
45,"MARISCAL LUZURIAGA",0,1,0,2,-16.399,-71.5364
46,OCROS,0,1,0,2,-16.399,-71.5364
47,PALLASCA,0,1,0,2,-16.399,-71.5364
48,POMABAMBA,0,1,0,2,-16.399,-71.5364
49,RECUAY,0,1,0,2,-16.399,-71.5364
50,SANTA,0,1,0,2,-16.399,-71.5364
51,SIHUAS,0,1,0,2,-16.399,-71.5364
52,YUNGAY,0,1,0,2,-16.399,-71.5364
53,ABANCAY,0,1,0,3,-16.399,-71.5364
54,ANDAHUAYLAS,0,1,0,3,-16.399,-71.5364
55,ANTABAMBA,0,1,0,3,-16.399,-71.5364
56,AYMARAES,0,1,0,3,-16.399,-71.5364
57,CHINCHEROS,0,1,0,3,-16.399,-71.5364
58,COTABAMBAS,0,1,0,3,-16.399,-71.5364
59,GRAU,0,1,0,3,-16.399,-71.5364
60,AREQUIPA,0,1,0,4,-16.399,-71.5364
61,CAMANA,0,1,0,4,-16.399,-71.5364
62,CARAVELI,0,1,0,4,-16.399,-71.5364
63,CASTILLA,0,1,0,4,-16.399,-71.5364
64,CAYLLOMA,0,1,0,4,-16.399,-71.5364
65,CONDESUYOS,0,1,0,4,-16.399,-71.5364
66,ISLAY,0,1,0,4,-16.399,-71.5364
67,"LA UNION",0,1,0,4,-16.399,-71.5364
68,HUAMANGA,0,1,0,5,-16.399,-71.5364
69,CANGALLO,0,1,0,5,-16.399,-71.5364
70,"HUANCA SANCOS",0,1,0,5,-16.399,-71.5364
71,HUANTA,0,1,0,5,-16.399,-71.5364
72,"LA MAR",0,1,0,5,-16.399,-71.5364
73,LUCANAS,0,1,0,5,-16.399,-71.5364
74,PARINACOCHAS,0,1,0,5,-16.399,-71.5364
75,"PAUCAR DEL SARA SARA",0,1,0,5,-16.399,-71.5364
76,SUCRE,0,1,0,5,-16.399,-71.5364
77,"VICTOR FAJARDO",0,1,0,5,-16.399,-71.5364
78,"VILCAS HUAMAN",0,1,0,5,-16.399,-71.5364
79,CAJAMARCA,0,1,0,6,-16.399,-71.5364
80,CAJABAMBA,0,1,0,6,-16.399,-71.5364
81,CELENDIN,0,1,0,6,-16.399,-71.5364
82,CHOTA,0,1,0,6,-16.399,-71.5364
83,CONTUMAZA,0,1,0,6,-16.399,-71.5364
84,CUTERVO,0,1,0,6,-16.399,-71.5364
85,HUALGAYOC,0,1,0,6,-16.399,-71.5364
86,JAEN,0,1,0,6,-16.399,-71.5364
87,"SAN IGNACIO",0,1,0,6,-16.399,-71.5364
88,"SAN MARCOS",0,1,0,6,-16.399,-71.5364
89,"SAN MIGUEL",0,1,0,6,-16.399,-71.5364
90,"SAN PABLO	",0,1,0,6,-16.399,-71.5364
91,"SANTA CRUZ	",0,1,0,6,-16.399,-71.5364
92,CUSCO,0,1,0,7,-16.399,-71.5364
93,ACOMAYO,0,1,0,7,-16.399,-71.5364
94,ANTA,0,1,0,7,-16.399,-71.5364
95,CALCA,0,1,0,7,-16.399,-71.5364
96,CANAS,0,1,0,7,-16.399,-71.5364
97,CANCHIS,0,1,0,7,-16.399,-71.5364
98,CHUMBIVILCAS,0,1,0,7,-16.399,-71.5364
99,ESPINAR,0,1,0,7,-16.399,-71.5364
100,"LA CONVENCION",0,1,0,7,-16.399,-71.5364
101,"PARURO	",0,1,0,7,-16.399,-71.5364
102,PAUCARTAMBO,0,1,0,7,-16.399,-71.5364
103,QUISPICANCHI,0,1,0,7,-16.399,-71.5364
104,URUBAMBA,0,1,0,7,-16.399,-71.5364
105,HUANCAVELICA,0,1,0,8,-16.399,-71.5364
106,ACOBAMBA,0,1,0,8,-16.399,-71.5364
107,ANGARAES,0,1,0,8,-16.399,-71.5364
108,CASTROVIRREYNA,0,1,0,8,-16.399,-71.5364
109,CHURCAMPA,0,1,0,8,-16.399,-71.5364
110,HUAYTARA,0,1,0,8,-16.399,-71.5364
111,TAYACAJA,0,1,0,8,-16.399,-71.5364
112,HUANUCO,0,1,0,9,-16.399,-71.5364
113,AMBO,0,1,0,9,-16.399,-71.5364
114,"DOS DE MAYO",0,1,0,9,-16.399,-71.5364
115,HUACAYBAMBA,0,1,0,9,-16.399,-71.5364
116,HUAMALIES,0,1,0,9,-16.399,-71.5364
117,"LEONCIO PRADO",0,1,0,9,-16.399,-71.5364
118,MARAÑON,0,1,0,9,-16.399,-71.5364
119,PACHITEA,0,1,0,9,-16.399,-71.5364
120,"PUERTO INCA",0,1,0,9,-16.399,-71.5364
121,LAURICOCHA,0,1,0,9,-16.399,-71.5364
122,YAROWILCA,0,1,0,9,-16.399,-71.5364
123,ICA,0,1,0,10,-16.399,-71.5364
124,CHINCHA,0,1,0,10,-16.399,-71.5364
125,NAZCA,0,1,0,10,-16.399,-71.5364
126,PALPA,0,1,0,10,-16.399,-71.5364
127,PISCO,0,1,0,10,-16.399,-71.5364
128,HUANCAYO,0,1,0,11,-16.399,-71.5364
129,CONCEPCION,0,1,0,11,-16.399,-71.5364
130,CHANCHAMAYO,0,1,0,11,-16.399,-71.5364
131,JAUJA,0,1,0,11,-16.399,-71.5364
132,JUNIN,0,1,0,11,-16.399,-71.5364
133,SATIPO,0,1,0,11,-16.399,-71.5364
134,TARMA,0,1,0,11,-16.399,-71.5364
135,YAULI,0,1,0,11,-16.399,-71.5364
136,CHUPACA,0,1,0,11,-16.399,-71.5364
137,TRUJILLO,0,1,0,12,-16.399,-71.5364
138,ASCOPE,0,1,0,12,-16.399,-71.5364
139,BOLIVAR,0,1,0,12,-16.399,-71.5364
140,CHEPEN,0,1,0,12,-16.399,-71.5364
141,JULCAN,0,1,0,12,-16.399,-71.5364
142,OTUZCO,0,1,0,12,-16.399,-71.5364
143,PACASMAYO,0,1,0,12,-16.399,-71.5364
144,PATAZ,0,1,0,12,-16.399,-71.5364
145,"SANCHEZ CARRION",0,1,0,12,-16.399,-71.5364
146,"SANTIAGO DE CHUCO",0,1,0,12,-16.399,-71.5364
147,"GRAN CHIMU",0,1,0,12,-16.399,-71.5364
148,VIRU,0,1,0,12,-16.399,-71.5364
149,CHICLAYO,0,1,0,13,-16.399,-71.5364
150,FERREÑAFE,0,1,0,13,-16.399,-71.5364
151,LAMBAYEQUE,0,1,0,13,-16.399,-71.5364
152,LIMA,0,1,0,14,-16.399,-71.5364
153,BARRANCA,0,1,0,14,-16.399,-71.5364
154,CAJATAMBO,0,1,0,14,-16.399,-71.5364
155,CANTA,0,1,0,14,-16.399,-71.5364
156,CAÑETE,0,1,0,14,-16.399,-71.5364
157,HUARAL,0,1,0,14,-16.399,-71.5364
158,HUAROCHIRI,0,1,0,14,-16.399,-71.5364
159,HUAURA,0,1,0,14,-16.399,-71.5364
160,OYON,0,1,0,14,-16.399,-71.5364
161,YAUYOS,0,1,0,14,-16.399,-71.5364
162,MAYNAS,0,1,0,15,-16.399,-71.5364
163,"ALTO AMAZONAS",0,1,0,15,-16.399,-71.5364
164,LORETO,0,1,0,15,-16.399,-71.5364
165,"MARISCAL RAMON CASTILLA",0,1,0,15,-16.399,-71.5364
166,REQUENA,0,1,0,15,-16.399,-71.5364
167,UCAYALI,0,1,0,15,-16.399,-71.5364
168,"DATEM DEL MARAÑON",0,1,0,15,-16.399,-71.5364
169,TAMBOPATA,0,1,0,16,-16.399,-71.5364
170,MANU,0,1,0,16,-16.399,-71.5364
171,TAHUAMANU,0,1,0,16,-16.399,-71.5364
172,"MARISCAL NIETO",0,1,0,17,-16.399,-71.5364
173,"GENERAL SANCHEZ CERRO",0,1,0,17,-16.399,-71.5364
174,ILO,0,1,0,17,-16.399,-71.5364
175,PASCO,0,1,0,18,-16.399,-71.5364
176,"DANIEL ALCIDES CARRION",0,1,0,18,-16.399,-71.5364
177,OXAPAMPA,0,1,0,18,-16.399,-71.5364
178,PIURA,0,1,0,19,-16.399,-71.5364
179,AYABACA,0,1,0,19,-16.399,-71.5364
180,HUANCABAMBA,0,1,0,19,-16.399,-71.5364
181,MORROPON,0,1,0,19,-16.399,-71.5364
182,PAITA,0,1,0,19,-16.399,-71.5364
183,SULLANA,0,1,0,19,-16.399,-71.5364
184,TALARA,0,1,0,19,-16.399,-71.5364
185,SECHURA,0,1,0,19,-16.399,-71.5364
186,PUNO,0,1,0,20,-16.399,-71.5364
187,AZANGARO,0,1,0,20,-16.399,-71.5364
188,CARABAYA,0,1,0,20,-16.399,-71.5364
189,CHUCUITO,0,1,0,20,-16.399,-71.5364
190,"EL COLLAO",0,1,0,20,-16.399,-71.5364
191,HUANCANE,0,1,0,20,-16.399,-71.5364
192,LAMPA,0,1,0,20,-16.399,-71.5364
193,MELGAR,0,1,0,20,-16.399,-71.5364
194,MOHO,0,1,0,20,-16.399,-71.5364
195,"SAN ANTONIO DE PUTINA",0,1,0,20,-16.399,-71.5364
196,"SAN ROMAN",0,1,0,20,-16.399,-71.5364
197,SANDIA,0,1,0,20,-16.399,-71.5364
198,YUNGUYO,0,1,0,20,-16.399,-71.5364
199,MOYOBAMBA,0,1,0,21,-16.399,-71.5364
200,BELLAVISTA,0,1,0,21,-16.399,-71.5364
201,"EL DORADO",0,1,0,21,-16.399,-71.5364
202,HUALLAGA,0,1,0,21,-16.399,-71.5364
203,LAMAS,0,1,0,21,-16.399,-71.5364
204,"MARISCAL CACERES",0,1,0,21,-16.399,-71.5364
205,PICOTA,0,1,0,21,-16.399,-71.5364
206,RIOJA,0,1,0,21,-16.399,-71.5364
207,"SAN MARTIN",0,1,0,21,-16.399,-71.5364
208,TOCACHE,0,1,0,21,-16.399,-71.5364
209,TACNA,0,1,0,22,-16.399,-71.5364
210,ANDARAVE,0,1,0,22,-16.399,-71.5364
211,"JORGE BASADRE",0,1,0,22,-16.399,-71.5364
212,TARATA,0,1,0,22,-16.399,-71.5364
213,TUMBES,0,1,0,23,-16.399,-71.5364
214,"CONTRALMIRANTE VILLAR",0,1,0,23,-16.399,-71.5364
215,ZARUMILLA,0,1,0,23,-16.399,-71.5364
216,"CORONEL PORTILLO",0,1,0,24,-16.399,-71.5364
217,ATALAYA,0,1,0,24,-16.399,-71.5364
218,"PADRE ABAD",0,1,0,24,-16.399,-71.5364
219,PURUS,0,1,0,24,-16.399,-71.5364
220,"PROV. CONST. DEL CALLAO",0,1,0,25,-16.399,-71.5364
221,CHACHAPOYAS,0,0,1,28,-16.399,-71.5364
222,ASUNCION,0,0,1,28,-16.399,-71.5364
223,BALSAS,0,0,1,28,-16.399,-71.5364
224,CHETO,0,0,1,28,-16.399,-71.5364
225,CHILIQUIN,0,0,1,28,-16.399,-71.5364
226,CHUQUIBAMBA,0,0,1,28,-16.399,-71.5364
227,GRANADA,0,0,1,28,-16.399,-71.5364
228,HUANCAS,0,0,1,28,-16.399,-71.5364
229,"LA JALCA",0,0,1,28,-16.399,-71.5364
230,LEIMEBAMBA,0,0,1,28,-16.399,-71.5364
231,LEVANTO,0,0,1,28,-16.399,-71.5364
232,MAGDALENA,0,0,1,28,-16.399,-71.5364
233,"MARISCAL CASTILLA",0,0,1,28,-16.399,-71.5364
234,MOLINOPAMPA,0,0,1,28,-16.399,-71.5364
235,MONTEVIDEO,0,0,1,28,-16.399,-71.5364
236,OLLEROS,0,0,1,28,-16.399,-71.5364
237,QUINJALCA,0,0,1,28,-16.399,-71.5364
238,"SAN FRANCISCO DE DAGUAS",0,0,1,28,-16.399,-71.5364
239,"SAN ISIDRO DE MAINO",0,0,1,28,-16.399,-71.5364
240,SOLOCO,0,0,1,28,-16.399,-71.5364
241,SONCHE,0,0,1,28,-16.399,-71.5364
242,BAGUA,0,0,1,26,-16.399,-71.5364
243,ARAMANGO,0,0,1,26,-16.399,-71.5364
244,COPALLIN,0,0,1,26,-16.399,-71.5364
245,"EL PARCO",0,0,1,26,-16.399,-71.5364
246,IMAZA,0,0,1,26,-16.399,-71.5364
247,"LA PECA",0,0,1,26,-16.399,-71.5364
248,JUMBILLA,0,0,1,27,-16.399,-71.5364
249,CHISQUILLA,0,0,1,27,-16.399,-71.5364
250,CHURUJA,0,0,1,27,-16.399,-71.5364
251,COROSHA,0,0,1,27,-16.399,-71.5364
252,CUISPES,0,0,1,27,-16.399,-71.5364
253,FLORIDA,0,0,1,27,-16.399,-71.5364
254,JAZAN,0,0,1,27,-16.399,-71.5364
255,RECTA,0,0,1,27,-16.399,-71.5364
256,"SAN CARLOS",0,0,1,27,-16.399,-71.5364
257,SHIPASBAMBA,0,0,1,27,-16.399,-71.5364
258,VALERA,0,0,1,27,-16.399,-71.5364
259,YAMBRASBAMBA,0,0,1,27,-16.399,-71.5364
260,NIEVA,0,0,1,29,-16.399,-71.5364
261,"EL CENEPA",0,0,1,29,-16.399,-71.5364
262,"RIO SANTIAGO",0,0,1,29,-16.399,-71.5364
263,LAMUD,0,0,1,30,-16.399,-71.5364
264,CAMPORREDONDO,0,0,1,30,-16.399,-71.5364
265,COCABAMBA,0,0,1,30,-16.399,-71.5364
266,COLCAMAR,0,0,1,30,-16.399,-71.5364
267,CONILA,0,0,1,30,-16.399,-71.5364
268,INGUILPATA,0,0,1,30,-16.399,-71.5364
269,LONGUITA,0,0,1,30,-16.399,-71.5364
270,"LONYA CHICO",0,0,1,30,-16.399,-71.5364
271,LUYA,0,0,1,30,-16.399,-71.5364
272,"LUYA VIEJO",0,0,1,30,-16.399,-71.5364
273,MARIA,0,0,1,30,-16.399,-71.5364
274,OCALLI,0,0,1,30,-16.399,-71.5364
275,OCUMAL,0,0,1,30,-16.399,-71.5364
276,PISUQUIA,0,0,1,30,-16.399,-71.5364
277,PROVIDENCIA,0,0,1,30,-16.399,-71.5364
278,"SAN CRISTOBAL",0,0,1,30,-16.399,-71.5364
279,"SAN FRANCISCO DEL YESO",0,0,1,30,-16.399,-71.5364
280,"SAN JERONIMO",0,0,1,30,-16.399,-71.5364
281,"SAN JUAN DE LOPECANCHA",0,0,1,30,-16.399,-71.5364
282,"SANTA CATALINA",0,0,1,30,-16.399,-71.5364
283,"SANTO TOMAS",0,0,1,30,-16.399,-71.5364
284,TINGO,0,0,1,30,-16.399,-71.5364
285,TRITA,0,0,1,30,-16.399,-71.5364
286,"SAN NICOLAS",0,0,1,31,-16.399,-71.5364
287,CHIRIMOTO,0,0,1,31,-16.399,-71.5364
288,COCHAMAL,0,0,1,31,-16.399,-71.5364
289,HUAMBO,0,0,1,31,-16.399,-71.5364
290,LIMABAMBA,0,0,1,31,-16.399,-71.5364
291,LONGAR,0,0,1,31,-16.399,-71.5364
292,"MARISCAL BENAVIDES",0,0,1,31,-16.399,-71.5364
293,MILPUC,0,0,1,31,-16.399,-71.5364
294,OMIA,0,0,1,31,-16.399,-71.5364
295,"SANTA ROSA",0,0,1,31,-16.399,-71.5364
296,TOTORA,0,0,1,31,-16.399,-71.5364
297,"VISTA ALEGRE",0,0,1,31,-16.399,-71.5364
298,"BAGUA GRANDE",0,0,1,32,-16.399,-71.5364
299,CAJARURO,0,0,1,32,-16.399,-71.5364
300,CUMBA,0,0,1,32,-16.399,-71.5364
301,"EL MILAGRO",0,0,1,32,-16.399,-71.5364
302,JAMALCA,0,0,1,32,-16.399,-71.5364
303,"LONYA GRANDE",0,0,1,32,-16.399,-71.5364
304,YAMON,0,0,1,32,-16.399,-71.5364
305,AIJA,0,0,1,33,-16.399,-71.5364
306,CORIS,0,0,1,33,-16.399,-71.5364
307,HUACLLAN,0,0,1,33,-16.399,-71.5364
308,"LA MERCED",0,0,1,33,-16.399,-71.5364
309,SUCCHA,0,0,1,33,-16.399,-71.5364
310,LLAMELLIN,0,0,1,34,-16.399,-71.5364
311,ACZO,0,0,1,34,-16.399,-71.5364
312,CHACCHO,0,0,1,34,-16.399,-71.5364
313,CHINGAS,0,0,1,34,-16.399,-71.5364
314,MIRGAS,0,0,1,34,-16.399,-71.5364
315,"SAN JUAN DE RONTOY",0,0,1,34,-16.399,-71.5364
316,CHACAS,0,0,1,35,-16.399,-71.5364
317,ACOCHACA,0,0,1,35,-16.399,-71.5364
318,CHIQUIAN,0,0,1,36,-16.399,-71.5364
319,"ABELARDO PARDO LEZAMETA",0,0,1,36,-16.399,-71.5364
320,"ANTONIO RAYMONDI",0,0,1,36,-16.399,-71.5364
321,AQUIA,0,0,1,36,-16.399,-71.5364
322,CAJACAY,0,0,1,36,-16.399,-71.5364
323,CANIS,0,0,1,36,-16.399,-71.5364
324,COLQUIOC,0,0,1,36,-16.399,-71.5364
325,HUALLANCA,0,0,1,36,-16.399,-71.5364
326,HUASTA,0,0,1,36,-16.399,-71.5364
327,HUAYLLACAYAN,0,0,1,36,-16.399,-71.5364
328,"LA PRIMAVERA",0,0,1,36,-16.399,-71.5364
329,MANGAS,0,0,1,36,-16.399,-71.5364
330,PACLLON,0,0,1,36,-16.399,-71.5364
331,"SAN MIGUEL DE CORPANQUI",0,0,1,36,-16.399,-71.5364
332,TICLLOS,0,0,1,36,-16.399,-71.5364
333,CARHUAZ,0,0,1,37,-16.399,-71.5364
334,ACOPAMPA,0,0,1,37,-16.399,-71.5364
335,AMASHCA,0,0,1,37,-16.399,-71.5364
336,ANTA,0,0,1,37,-16.399,-71.5364
337,ATAQUERO,0,0,1,37,-16.399,-71.5364
338,MARCARA,0,0,1,37,-16.399,-71.5364
339,PARIAHUANCA,0,0,1,37,-16.399,-71.5364
340,"SAN MIGUEL DE ACO",0,0,1,37,-16.399,-71.5364
341,SHILLA,0,0,1,37,-16.399,-71.5364
342,TINCO,0,0,1,37,-16.399,-71.5364
343,YUNGAR,0,0,1,37,-16.399,-71.5364
344,"SAN LUIS",0,0,1,38,-16.399,-71.5364
345,"SAN NICOLAS",0,0,1,38,-16.399,-71.5364
346,YAUYA,0,0,1,38,-16.399,-71.5364
347,CASMA,0,0,1,39,-16.399,-71.5364
348,"BUENA VISTA ALTA",0,0,1,39,-16.399,-71.5364
349,"COMANDANTE NOEL",0,0,1,39,-16.399,-71.5364
350,YAUTAN,0,0,1,39,-16.399,-71.5364
351,CORONGO,0,0,1,40,-16.399,-71.5364
352,ACO,0,0,1,40,-16.399,-71.5364
353,BAMBAS,0,0,1,40,-16.399,-71.5364
354,CUSCA,0,0,1,40,-16.399,-71.5364
355,"LA PAMPA",0,0,1,40,-16.399,-71.5364
356,YANAC,0,0,1,40,-16.399,-71.5364
357,YUPAN,0,0,1,40,-16.399,-71.5364
358,HUARAZ,0,0,1,41,-16.399,-71.5364
359,COCHABAMBA,0,0,1,41,-16.399,-71.5364
360,COLCABAMBA,0,0,1,41,-16.399,-71.5364
361,HUANCHAY,0,0,1,41,-16.399,-71.5364
362,INDEPENDENCIA,0,0,1,41,-16.399,-71.5364
363,JANGAS,0,0,1,41,-16.399,-71.5364
364,"LA LIBERTAD",0,0,1,41,-16.399,-71.5364
365,OLLEROS,0,0,1,41,-16.399,-71.5364
366,PAMPAS,0,0,1,41,-16.399,-71.5364
367,PARIACOTO,0,0,1,41,-16.399,-71.5364
368,PIRA,0,0,1,41,-16.399,-71.5364
369,TARICA,0,0,1,41,-16.399,-71.5364
370,HUARMEY,0,0,1,43,-16.399,-71.5364
371,COCHAPETI,0,0,1,43,-16.399,-71.5364
372,CULEBRAS,0,0,1,43,-16.399,-71.5364
373,HUAYAN,0,0,1,43,-16.399,-71.5364
374,MALVAS,0,0,1,43,-16.399,-71.5364
375,CARAZ,0,0,1,44,-16.399,-71.5364
376,HUALLANCA,0,0,1,44,-16.399,-71.5364
377,HUATA,0,0,1,44,-16.399,-71.5364
378,HUAYLAS,0,0,1,44,-16.399,-71.5364
379,MATO,0,0,1,44,-16.399,-71.5364
380,PAMPAROMAS,0,0,1,44,-16.399,-71.5364
381,"PUEBLO LIBRE",0,0,1,44,-16.399,-71.5364
382,"SANTA CRUZ",0,0,1,44,-16.399,-71.5364
383,"SANTO TORIBIO",0,0,1,44,-16.399,-71.5364
384,YURACMARCA,0,0,1,44,-16.399,-71.5364
385,PISCOBAMBA,0,0,1,44,-16.399,-71.5364
386,CASCA,0,0,1,45,-16.399,-71.5364
387,"ELEAZAR GUZMAN BARRON",0,0,1,45,-16.399,-71.5364
388,"FIDEL OLIVAS ESCUDERO",0,0,1,45,-16.399,-71.5364
389,LLAMA,0,0,1,45,-16.399,-71.5364
390,LLUMPA,0,0,1,45,-16.399,-71.5364
391,LUCMA,0,0,1,45,-16.399,-71.5364
392,MUSGA,0,0,1,45,-16.399,-71.5364
393,OCROS,0,0,1,46,-16.399,-71.5364
394,ACAS,0,0,1,46,-16.399,-71.5364
395,CAJAMARQUILLA,0,0,1,46,-16.399,-71.5364
396,CARHUAPAMPA,0,0,1,46,-16.399,-71.5364
397,COCHAS,0,0,1,46,-16.399,-71.5364
398,CONGAS,0,0,1,46,-16.399,-71.5364
399,LLIPA,0,0,1,46,-16.399,-71.5364
400,"SAN CRISTOBAL DE RAJAN",0,0,1,46,-16.399,-71.5364
401,"SAN PEDRO",0,0,1,46,-16.399,-71.5364
402,"SANTIAGO DE CHILCAS",0,0,1,46,-16.399,-71.5364
403,CABANA,0,0,1,47,-16.399,-71.5364
404,BOLOGNESI,0,0,1,47,-16.399,-71.5364
405,CONCHUCOS,0,0,1,47,-16.399,-71.5364
406,HUACASCHUQUE,0,0,1,47,-16.399,-71.5364
407,HUANDOVAL,0,0,1,47,-16.399,-71.5364
408,LACABAMBA,0,0,1,47,-16.399,-71.5364
409,LLAPO,0,0,1,47,-16.399,-71.5364
410,PALLASCA,0,0,1,47,-16.399,-71.5364
411,PAMPAS,0,0,1,47,-16.399,-71.5364
412,"SANTA ROSA",0,0,1,47,-16.399,-71.5364
413,TAUCA,0,0,1,47,-16.399,-71.5364
414,POMABAMBA,0,0,1,48,-16.399,-71.5364
415,HUAYLLAN,0,0,1,48,-16.399,-71.5364
416,PAROBAMBA,0,0,1,48,-16.399,-71.5364
417,QUINUABAMBA,0,0,1,48,-16.399,-71.5364
418,RECUAY,0,0,1,49,-16.399,-71.5364
419,CATAC,0,0,1,49,-16.399,-71.5364
420,COTAPARACO,0,0,1,49,-16.399,-71.5364
421,HUAYLLAPAMPA,0,0,1,49,-16.399,-71.5364
422,LLACLLIN,0,0,1,49,-16.399,-71.5364
423,MARCA,0,0,1,49,-16.399,-71.5364
424,"PAMPAS CHICO",0,0,1,49,-16.399,-71.5364
425,PARARIN,0,0,1,49,-16.399,-71.5364
426,TAPACOCHA,0,0,1,49,-16.399,-71.5364
427,TICAPAMPA,0,0,1,49,-16.399,-71.5364
428,CHIMBOTE,0,0,1,50,-16.399,-71.5364
429,"CACERES DEL PERU",0,0,1,50,-16.399,-71.5364
430,COISHCO,0,0,1,50,-16.399,-71.5364
431,MACATE,0,0,1,50,-16.399,-71.5364
432,MORO,0,0,1,50,-16.399,-71.5364
433,NEPEÑA,0,0,1,50,-16.399,-71.5364
434,SAMANCO,0,0,1,50,-16.399,-71.5364
